                                        
                                       Transient Analysis  Fri Apr 24 23:37:52  2020
--------------------------------------------------------------------------------
Index   time            in              out             vcc             
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	5.000000e+00	5.000000e+00	
1	5.000000e-06	5.000000e-02	5.000002e+00	5.000000e+00	
2	1.000000e-05	1.000000e-01	5.000004e+00	5.000000e+00	
3	2.000000e-05	2.000000e-01	5.000008e+00	5.000000e+00	
4	3.122027e-05	3.122027e-01	5.000013e+00	5.000000e+00	
5	4.261616e-05	4.261616e-01	5.000017e+00	5.000000e+00	
6	5.453771e-05	5.453771e-01	5.000005e+00	5.000000e+00	
7	7.296709e-05	7.296709e-01	4.999871e+00	5.000000e+00	
8	9.144949e-05	9.144949e-01	4.999479e+00	5.000000e+00	
9	1.284143e-04	1.284143e+00	4.997339e+00	5.000000e+00	
10	2.023439e-04	2.023439e+00	4.984459e+00	5.000000e+00	
11	3.502031e-04	3.502031e+00	4.910883e+00	5.000000e+00	
12	5.000000e-04	5.000000e+00	4.767735e+00	5.000000e+00	
13	5.010313e-04	5.000000e+00	4.766519e+00	5.000000e+00	
14	5.030940e-04	5.000000e+00	4.764088e+00	5.000000e+00	
15	5.072194e-04	5.000000e+00	4.759227e+00	5.000000e+00	
16	5.154701e-04	5.000000e+00	4.749516e+00	5.000000e+00	
17	5.319715e-04	5.000000e+00	4.730128e+00	5.000000e+00	
18	5.649744e-04	5.000000e+00	4.691496e+00	5.000000e+00	
19	6.309801e-04	5.000000e+00	4.614812e+00	5.000000e+00	
20	7.629914e-04	5.000000e+00	4.463791e+00	5.000000e+00	
21	1.027014e-03	5.000000e+00	4.171338e+00	5.000000e+00	
22	1.555060e-03	5.000000e+00	3.625886e+00	5.000000e+00	
23	2.611151e-03	5.000000e+00	2.693993e+00	5.000000e+00	
24	4.611151e-03	5.000000e+00	1.452843e+00	5.000000e+00	
25	6.611151e-03	5.000000e+00	7.469712e-01	5.000000e+00	
26	8.611151e-03	5.000000e+00	3.737508e-01	5.000000e+00	
27	1.061115e-02	5.000000e+00	1.843359e-01	5.000000e+00	
28	1.261115e-02	5.000000e+00	9.025318e-02	5.000000e+00	
