                                        
                                       Transient Analysis  Fri Apr 24 23:37:52  2020
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-1.44364e-11	
1	5.000000e-06	-1.08398e-06	4.220864e-07	
2	1.000000e-05	-1.07855e-06	4.224245e-07	
3	2.000000e-05	-1.06529e-06	4.230573e-07	
4	3.122027e-05	-1.09702e-06	4.237329e-07	
5	4.261616e-05	-1.40088e-06	4.242644e-07	
6	5.453771e-05	-1.55219e-06	4.227076e-07	
7	7.296709e-05	-1.47175e-06	4.041312e-07	
8	9.144949e-05	-1.55369e-06	3.516220e-07	
9	1.284143e-04	-1.47267e-06	8.098758e-08	
10	2.023439e-04	-1.56072e-06	-1.30887e-06	
11	3.502031e-04	-1.49613e-06	-4.87527e-06	
12	5.000000e-04	-1.14389e-06	2.970244e-07	
13	5.010313e-04	-4.25119e-10	-3.23614e-12	
14	5.030940e-04	-1.18963e-10	-3.37536e-12	
15	5.072194e-04	-4.25205e-10	-3.24360e-12	
16	5.154701e-04	-1.19414e-10	-3.39089e-12	
17	5.319715e-04	-4.25984e-10	-3.27483e-12	
18	5.649744e-04	-1.21104e-10	-3.45147e-12	
19	6.309801e-04	-4.29615e-10	-3.39337e-12	
20	7.629914e-04	-1.29787e-10	-3.68303e-12	
21	1.027014e-03	-4.55655e-10	-3.84134e-12	
22	1.555060e-03	-2.74051e-10	-4.52651e-12	
23	2.611151e-03	-4.60756e-09	-5.32636e-12	
24	4.611151e-03	-2.18631e-08	-6.71107e-12	
25	6.611151e-03	-2.46290e-09	-7.28349e-12	
26	8.611151e-03	-1.19971e-08	-7.79571e-12	
27	1.061115e-02	4.330151e-09	-7.84913e-12	
28	1.261115e-02	-8.21108e-09	-8.08054e-12	
29	1.461115e-02	6.287619e-09	-7.99010e-12	
30	1.656886e-02	-7.23655e-09	-8.14967e-12	
31	1.850200e-02	6.763943e-09	-8.02346e-12	
32	2.042896e-02	-7.00042e-09	-8.16602e-12	
33	2.236466e-02	6.884703e-09	-8.03164e-12	
34	2.430032e-02	-6.93989e-09	-8.17011e-12	
35	2.623482e-02	6.912354e-09	-8.03390e-12	
36	2.816446e-02	-6.92609e-09	-8.17090e-12	
37	3.009657e-02	6.919218e-09	-8.03452e-12	
38	3.202839e-02	-6.92264e-09	-8.17116e-12	
39	3.396181e-02	6.920921e-09	-8.03442e-12	
40	3.589384e-02	-6.92177e-09	-8.17133e-12	
41	3.782674e-02	6.921336e-09	-8.03423e-12	
42	3.975935e-02	-6.92154e-09	-8.17124e-12	
43	4.175935e-02	6.921431e-09	-8.03435e-12	
44	4.375935e-02	-6.92148e-09	-8.17124e-12	
45	4.575935e-02	6.921445e-09	-8.03435e-12	
46	4.775935e-02	-6.92145e-09	-8.17124e-12	
47	4.975935e-02	6.921438e-09	-8.03435e-12	
48	5.000000e-02	-6.92139e-09	-8.17124e-12	
49	5.000344e-02	1.073445e-06	-2.29261e-07	
50	5.001031e-02	1.062517e-06	-2.18132e-07	
51	5.002405e-02	1.057252e-06	-2.12216e-07	
52	5.003890e-02	1.179433e-06	-3.00119e-07	
53	5.005236e-02	1.647596e-06	-9.67225e-07	
54	5.006621e-02	1.362141e-06	-2.32705e-06	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	5.007947e-02	1.653940e-06	-4.70595e-06	
56	5.009790e-02	1.361331e-06	-8.93152e-06	
